,text,label
3024,"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive
1859,The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .,neutral
1854,The company will build altogether 130 new substations by the end of this year .,neutral
9,"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",positive
2618,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral
3005,`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,neutral
2512,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral
3509,Nokia Siemens Networks has struggled to make a profit in the past two years .,negative
2596,New product launches in Finland will more than double from 2005 .,positive
3115,"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",neutral
3663,"More than 14,000 customers were left powerless .",negative
3655,It is a disappointment to see the plan folded .,negative
1630,The agreement must be approved by the Russian competition authorities before it enters into force .,neutral
944,The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .,neutral
95,"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive
2511,"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",neutral
2647,R&D Loan ) .,neutral
1655,"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",positive
2113,"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",positive
3604,"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral
309,Exports grew 16.5 percent to 19.1 million liters .,positive
966,The right margin will be viewed separately in detail with every customer .,neutral
1840,The amendment will not incur additional costs .,neutral
1761,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",positive
2319,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral
2064,Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,neutral
1751,Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,positive
335,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",positive
2448,"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",neutral
2852,The plant is expected to start production in the first half of 2007 .,neutral
2391,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral
599,"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative
1023,"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .",neutral
1883,- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,neutral
2527,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral
729,Cash flow from operating activities is estimated to be positive .,positive
1125,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,neutral
2406,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",neutral
2489,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral
1193,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral
2725,The company distributes Hiab 's products as well as other products .,neutral
48,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",positive
2404,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral
4212,"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative
1211,The trade is in accordance with the agreement announced on 26 March 2008 .,neutral
3093,Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,neutral
1116,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,neutral
900,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",positive
3421,The value of the contract is about EUR 27mn .,neutral
3011,`` We are selling an information systems development business to the Finns .,neutral
3265,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",neutral
3410,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .",neutral
2408,"Beef imports fell slightly from 2006 , to 14mn kilos .",neutral
785,"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",positive
3769,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",neutral
2726,The company does not at present hold any of its own shares .,neutral
4166,"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company .",negative
3895,"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive
